PersonID,Name,Age,Gender,Nationality,Joined,ClassDept,Type,Survived
1955,"RYERSON, Miss Emily Borie",18,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1956,"RYERSON, Miss Susan Parker",21,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1957,"RYERSON, Mr Arthur Larned",61,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
1958,"RYERSON, Mr William Edwy",33,Male,Canadian,Southampton,Victualling Crew,Victualler,SAVED
1959,"RYERSON, Mrs Emily Maria",48,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
1960,"SAAD, Mr Amin Houssein",30,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
1961,"SAALFELD, Mr Adolphe",47,Male,German,Southampton,1st Class Passenger,1st Class,SAVED
1962,"SACCAGGI, Mr Giovanni Giuseppe Emilio",24,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
1963,"SADLIER, Mr Matthew",19,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
1964,"SADOWITZ, Mr Henry",17,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1965,"SAGE, Master Anthony William",12,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1966,"SAGE, Master Thomas Henry",5,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1967,"SAGE, Miss Constance Gladys",7,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1968,"SAGE, Miss Dorothy Florence",14,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1969,"SAGE, Miss Elizabeth Ada",10,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1970,"SAGE, Miss Stella Anne",20,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1971,"SAGE, Mr Douglas Bullen",18,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1972,"SAGE, Mr Frederick",16,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1973,"SAGE, Mr George John",19,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1974,"SAGE, Mr John George",44,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1975,"SAGE, Mrs Annie Elizabeth",44,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
1976,"SALANDER, Mr Karl Johan",24,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
1977,"SALKJELSVIK, Miss Anna Kristine",21,Female,Norwegian,Southampton,3rd Class Passenger,3rd Class,SAVED
1978,"SALOMON, Mr Abraham Lincoln",43,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
1979,"SALONEN, Mr Johan Werner",29,Male,Finnish,Southampton,3rd Class Passenger,3rd Class,LOST
1980,"SALUSSOLIA, Mr Govanni",25,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
1981,"SAMAAN, Mr Elias",17,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
1982,"SAMAAN, Mr Hanna Elias",40,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
1983,"SAMAAN, Mr Youssef",16,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
1984,"SAMUEL, Mr Owen Wilmore",47,Male,Welsh,Southampton,Victualling Crew,Victualler,LOST
1985,"SANDERSON, Mr Harold Arthur",52,Male,English,Belfast,1st Class Passenger,1st Class,
1986,"SANDSTRöM, Miss Beatrice Irene",1,Female,"Swedish,American",Southampton,3rd Class Passenger,3rd Class,SAVED
1987,"SANDSTRöM, Miss Marguerite Rut",4,Female,"Swedish,American",Southampton,3rd Class Passenger,3rd Class,SAVED
1988,"SANDSTRöM, Mrs Agnes Charlotta",24,Female,"Swedish,American",Southampton,3rd Class Passenger,3rd Class,SAVED
1989,"SANGSTER, Mr Charles Edward",30,Male,English,Southampton,Engineering Crew,Engineer,LOST
1990,"SAP, Mr Julius",21,Male,Belgian,Southampton,3rd Class Passenger,3rd Class,SAVED
1991,"SARTORI, Sig. Lazar",24,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
1992,"SAUNDERCOCK, Mr William Henry",19,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1993,"SAUNDERS, Mr F.",22,Male,English,Southampton,Engineering Crew,Engineer,LOST
1994,"SAUNDERS, Mr Walter Ernest",25,Male,English,Southampton,Engineering Crew,Engineer,LOST
1995,"SAUNDERS, Mr William Ernest",32,Male,English,Southampton,Victualling Crew,Victualler,LOST
1996,"SAUNDERS, Mr William Henry",31,Male,English,Southampton,Engineering Crew,Engineer,LOST
1997,"SAVAGE, Mr Charles James",23,Male,English,Southampton,Victualling Crew,Victualler,SAVED
1998,"SAWYER, Mr Frederick Charles",24,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
1999,"SAWYER, Mr Robert James",31,Male,English,Southampton,Deck Crew,Deck Crew,LOST
2000,"SCANLAN, Mr James",20,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
2001,"SCARROTT, Mr Joseph George",33,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
2002,"SCAVINO, Sig. Candido",42,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
2003,"SCHABERT, Mrs Emma",35,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2004,"SCHEERLINCK, Mr Jean",29,Male,Belgian,Southampton,3rd Class Passenger,3rd Class,SAVED
2005,"SCHMIDT, Mr Augustus",22,Male,"Austrian, English",Southampton,2nd Class Passenger,2nd Class,LOST
2006,"SCOTT, Mr Archibald",42,Male,Irish,Southampton,Engineering Crew,Engineer,LOST
2007,"SCOTT, Mr Frederick William",28,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2008,"SCOTT, Mr John",20,Male,English,Southampton,Victualling Crew,Victualler,LOST
2009,"SCOVELL, Mr Robert",55,Male,English,Southampton,Victualling Crew,Victualler,LOST
2010,"SDYCOFF, Mr Todor",42,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
2011,"SEDGWICK, Mr Charles Frederick Waddington",28,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
2012,"SEDUNARY, Mr Samuel Francis",25,Male,English,Southampton,Victualling Crew,Victualler,LOST
2013,"SELF, Mr Albert Charles Edward",24,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2014,"SELF, Mr Alfred Henry",39,Male,English,Southampton,Engineering Crew,Engineer,LOST
2015,"SEMAN, Master Betros",10,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
2016,"SENIOR, Mr Harry",31,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2017,"SERREPLAà, Miss Augusta Jeanne",30,Female,French,Southampton,1st Class Passenger Servant,Servant,SAVED
2018,"SESIA, Sig. Giacomo",24,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
2019,"SEWARD, Mr Frederic Kimber",34,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
2020,"SEWARD, Mr Wilfred Deable",25,Male,English,Southampton,Victualling Crew,Victualler,SAVED
2021,"SHANNON, Mr Andrew John",35,Male,Irish,Southampton,3rd Class Passenger,3rd Class,LOST
2022,"SHANNON, Mr David McKay",33,Male,Irish,Belfast,Engineering Crew,Engineer,
2023,"SHARP, Mr Percival",29,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
2024,"SHAUGHNESSY, Mr Patrick",25,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
2025,"SHAW, Mr Andrew",37,Male,Irish,Belfast,Engineering Crew,Engineer,
2026,"SHAW, Mr Henry",41,Male,English,Southampton,Victualling Crew,Victualler,LOST
2027,"SHAW, Mr James",40,Male,Irish,Southampton,Engineering Crew Deserted,Not Onboard,
2028,"SHEA, Mr John Joseph",39,Male,English,Belfast,Victualling Crew,Victualler,LOST
2029,"SHEA, Mr Thomas",32,Male,English,Southampton,Engineering Crew,Engineer,LOST
2030,"SHEATH, Mr Frederick",20,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2031,"SHELLARD, Mr Frederick Blainey",55,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2032,"SHELLEY, Mrs Imanita Parrish",24,Female,American,Southampton,2nd Class Passenger,2nd Class,SAVED
2033,"SHEPHERD, Mr Jonathan",32,Male,English,Southampton,Engineering Crew,Engineer,LOST
2034,"SHIERS, Mr Alfred Charles",25,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2035,"SHIHāB, Mr Al-Amīr Fāris",26,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
2036,"SHILLABEER, Mr Charles Frederick",19,Male,English,Southampton,Engineering Crew,Engineer,LOST
2037,"SHINE, Miss Ellen",20,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
2038,"SHORNEY, Mr Charles Joseph",22,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2039,"SHULVER, Mr Christopher Arthur",28,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2040,"SHUTES, Miss Elizabeth Weed",40,Female,American,Southampton,1st Class Passenger Servant,Servant,SAVED
2041,"SIEBERT, Mr Sidney Conrad",29,Male,English,Belfast,Victualling Crew,Victualler,LOST
2042,"SILVERTHORNE, Mr Spencer Victor",35,Male,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
2043,"SILVEY, Mr William Baird",51,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
2044,"SILVEY, Mrs Alice Gray",39,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2045,"SILVéN, Miss Lyyli Karoliina",17,Female,Finnish,Southampton,2nd Class Passenger,2nd Class,SAVED
2046,"SIMMONS, Mr Andrew George James",31,Male,English,Southampton,Victualling Crew,Victualler,SAVED
2047,"SIMMONS, Mr Frederick Charles",24,Male,English,Southampton,Victualling Crew,Victualler,LOST
2048,"SIMMONS, Mr John",40,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2049,"SIMMONS, Mr William Simon Catcott",37,Male,English,Southampton,Victualling Crew,Victualler,LOST
2050,"SIMMS, Mr William",38,Male,Irish,Belfast,Engineering Crew,Engineer,
2051,"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",56,Male,Swiss,Southampton,1st Class Passenger,1st Class,SAVED
2052,"SIMPSON, Dr John Edward",37,Male,Irish,Southampton,Deck Crew,Deck Crew,LOST
2053,"SIMS, Mr W.",30,Male,,Southampton,Engineering Crew Left with Consent,Not Onboard,
2054,"SINCOCK, Miss Maude",20,Female,Canadian,Southampton,2nd Class Passenger,2nd Class,SAVED
2055,"SINKKONEN, Miss Anna",30,Female,Finnish,Southampton,2nd Class Passenger,2nd Class,SAVED
2056,"SIRAGANIAN, Mr Arsen",22,Male,"Armenian, Turkish",Cherbourg,3rd Class Passenger,3rd Class,LOST
2057,"SIROTA, Mr Morris",19,Male,Russian,Southampton,3rd Class Passenger,3rd Class,LOST
2058,"SIVIER, Mr William",23,Male,English,Southampton,Victualling Crew,Victualler,LOST
2059,"SIVIć, Mr Husein",40,Male,Bosnian,Southampton,3rd Class Passenger,3rd Class,LOST
2060,"SIVOLA, Mr Antti Wilhelm",21,Male,Finnish,Southampton,3rd Class Passenger,3rd Class,LOST
2061,"SJöBLOM, Miss Anna Sofia",18,Female,Finnish,Southampton,3rd Class Passenger,3rd Class,SAVED
2062,"SJöSTEDT, Mr Ernst Adolf",59,Male,Swedish,Southampton,2nd Class Passenger,2nd Class,LOST
2063,"SKEATES, Mr William",23,Male,English,Southampton,Engineering Crew,Engineer,LOST
2064,"SKINNER, Mr Edward",41,Male,English,Belfast,Victualling Crew,Victualler,LOST
2065,"SKOOG, Master Harald",5,Male,American,Southampton,3rd Class Passenger,3rd Class,LOST
2066,"SKOOG, Master Karl Thorsten",11,Male,American,Southampton,3rd Class Passenger,3rd Class,LOST
2067,"SKOOG, Miss Mabel",9,Female,American,Southampton,3rd Class Passenger,3rd Class,LOST
2068,"SKOOG, Miss Margit Elizabeth",2,Female,American,Southampton,3rd Class Passenger,3rd Class,LOST
2069,"SKOOG, Mr Wilhelm Johansson",40,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
2070,"SKOOG, Mrs Anna Bernhardina",43,Female,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
2071,"SLABENOFF, Mr Petco",42,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
2072,"SLADE, Mr Alfred Edward",25,Male,English,Southampton,Engineering Crew Deserted,Not Onboard,
2073,"SLADE, Mr Bertram",28,Male,English,Southampton,Engineering Crew Deserted,Not Onboard,
2074,"SLADE, Mr Thomas",28,Male,English,Southampton,Engineering Crew Deserted,Not Onboard,
2075,"SLAYTER, Miss Hilda Mary",30,Female,Canadian,Queenstown,2nd Class Passenger,2nd Class,SAVED
2076,"SLEMEN, Mr Richard James",35,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
2077,"SLIGHT, Mr Harry John",33,Male,English,Southampton,Victualling Crew,Victualler,LOST
2078,"SLIGHT, Mr William Henry James",36,Male,English,Belfast,Victualling Crew,Victualler,LOST
2079,"SLOAN, Miss Mary Jane",45,Female,Irish,Southampton,Victualling Crew,Victualler,SAVED
2080,"SLOAN, Mr Peter",31,Male,English,Belfast,Engineering Crew,Engineer,LOST
2081,"SLOAN, Mr Thomas",,Male,Irish,Belfast,Deck Crew,Deck Crew,
2082,"SLOCOMBE, Mrs Maude Louise",30,Female,English,Southampton,Victualling Crew,Victualler,SAVED
2083,"SLOCOVSKI, Mr Selman Francis",20,Male,Russian,Southampton,3rd Class Passenger,3rd Class,LOST
2084,"SLOPER, Mr William Thompson",28,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
2085,"SMALL, Mr William McMillan",42,Male,English,Southampton,Engineering Crew,Engineer,LOST
2086,"SMART, Mr John Montgomery",56,Male,American,Southampton,1st Class Passenger,1st Class,LOST
2087,"SMILJANIć, Mr Mile",37,Male,Croatian,Southampton,3rd Class Passenger,3rd Class,LOST
2088,"SMILLIE, Mr John Downing",28,Male,Scottish,Belfast,Victualling Crew,Victualler,LOST
2089,"SMITH, Captain Edward John",62,Male,English,Southampton,Deck Crew Titanic Officers,Officer,LOST
2090,"SMITH, Miss Kate Elizabeth",44,Female,English,Southampton,Victualling Crew,Victualler,SAVED
2091,"SMITH, Miss Marion",49,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
2092,"SMITH, Mr Charles Edwin",38,Male,English,Southampton,Victualling Crew,Victualler,LOST
2093,"SMITH, Mr Charles Henry James",45,Male,English,Southampton,Victualling Crew,Victualler,LOST
2094,"SMITH, Mr Ernest George",27,Male,English,Southampton,Engineering Crew,Engineer,LOST
2095,"SMITH, Mr James Clinch",56,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
2096,"SMITH, Mr James Muil",39,Male,Scottish,Belfast,Engineering Crew,Engineer,LOST
2097,"SMITH, Mr James William",24,Male,English,Southampton,Victualling Crew,Victualler,LOST
2098,"SMITH, Mr John Richard Jago",35,Male,English,Southampton,Victualling Crew Postal Clerk,Postal Clerk,LOST
2099,"SMITH, Mr Joseph",25,Male,Irish,Belfast,Engineering Crew,Engineer,
2100,"SMITH, Mr Lucian Philip",24,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
2101,"SMITH, Mr Reginald George",33,Male,English,Southampton,Victualling Crew,Victualler,LOST
2102,"SMITH, Mr Richard William",57,Male,English,Southampton,1st Class Passenger,1st Class,LOST
2103,"SMITH, Mr Walter",44,Male,Irish,Belfast,Deck Crew,Deck Crew,
2104,"SMITH, Mr William",26,Male,English,Southampton,Deck Crew,Deck Crew,LOST
2105,"SMITH, Mrs Mary Eloise",18,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2106,"SMITHER, Mr Harry James",22,Male,English,Southampton,Engineering Crew,Engineer,LOST
2107,"SMYTH, Miss Julia",18,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
2108,"SMYTH, Mr John Patrick",35,Male,Irish,Belfast,Engineering Crew,Engineer,
2109,"SMYTH, Mr Thomas",26,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
2110,"SNAPE, Mrs Lucy Violet",22,Female,English,Southampton,Victualling Crew,Victualler,LOST
2111,"SNELLGROVE, Mr George",41,Male,English,Southampton,Engineering Crew,Engineer,LOST
2112,"SNOOK, Mr William Henry",25,Male,English,Southampton,Engineering Crew,Engineer,LOST
2113,"SNOW, Mr Eustace Philip",21,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2114,"SNYDER, Mr John Pillsbury",24,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
2115,"SNYDER, Mrs Nelle",23,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
2116,"SOBEY, Mr Samuel James Hayden",25,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
2117,"SOMERTON, Mr Francis William",30,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2118,"SPARKMAN, Mr Henry William",36,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2119,"SPECTOR, Mr Woolf",23,Male,Polish,Southampton,3rd Class Passenger,3rd Class,LOST
2120,"SPEDDEN, Master Robert Douglas",6,Male,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2121,"SPEDDEN, Mr Frederic Oakley",45,Male,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2122,"SPEDDEN, Mrs Margaretta Corning",39,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2123,"SPENCER, Mr William Augustus",57,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
2124,"SPENCER, Mrs Marie Eugenie",48,Female,French,Cherbourg,1st Class Passenger,1st Class,SAVED
2125,"SPINNER, Mr Henry John",31,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2126,"STAGG, Mr John Henry",38,Male,English,Southampton,Victualling Crew,Victualler,LOST
2127,"STANBROOK, Mr  Augustus George",31,Male,English,Southampton,Engineering Crew,Engineer,LOST
2128,"STANEFF, Mr Ivan",23,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
2129,"STANKOVIć, Mr Ivan",33,Male,Croatian,Cherbourg,3rd Class Passenger,3rd Class,LOST
2130,"STANLEY, Miss Amy Zillah Elsie",24,Female,English,Southampton,3rd Class Passenger,3rd Class,SAVED
2131,"STANLEY, Mr Rowland Edwin",22,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2132,"STANTON, Mr Samuel Ward",42,Male,American,Cherbourg,2nd Class Passenger,2nd Class,LOST
2133,"STAP, Miss Sarah Agnes",47,Female,English,Southampton,Victualling Crew,Victualler,SAVED
2134,"STARKEY, Mr Henry",48,Male,Irish,Belfast,Deck Crew,Deck Crew,
2135,"STEAD, Mr William Thomas",62,Male,English,Southampton,1st Class Passenger,1st Class,LOST
2136,"STEBBINGS, Mr Sydney Frederick",36,Male,English,Belfast,Victualling Crew,Victualler,LOST
2137,"STEEL, Mr Robert Edward",30,Male,Channel Islander,Southampton,Engineering Crew Substitute Crew,Engineer,LOST
2138,"STENGEL, Mr Charles Emil Henry",54,Male,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2139,"STENGEL, Mrs Annie May",43,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2140,"STEPHENSON, Mrs Martha",52,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2141,"STEVENS, Mr George",,Male,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
2142,"STEVENSON, Mr Andrew",28,Male,Irish,Belfast,Engineering Crew,Engineer,
2143,"STEVENSON, Mr James",46,Male,Irish,Belfast,Engineering Crew,Engineer,
2144,"STEVENSON, Mr John",49,Male,Irish,Belfast,Engineering Crew,Engineer,
2145,"STEWART, Mr Albert Ankeny",64,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
2146,"STEWART, Mr John",28,Male,Scottish,Belfast,Victualling Crew,Victualler,SAVED
2147,"STEWART, Mr John Francis Croker",30,Male,Irish,Belfast,Engineering Crew,Engineer,
2148,"STEWART, Mr Matthew",25,Male,Irish,Belfast,Engineering Crew,Engineer,
2149,"STOCKER, Mr Henry Dorey",20,Male,English,Southampton,Engineering Crew,Engineer,LOST
2150,"STOKES, Mr Philip Joseph",24,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
2151,"STONE, Mr Edmund",33,Male,English,Southampton,Victualling Crew,Victualler,LOST
2152,"STONE, Mr Edward Thomas",29,Male,English,Southampton,Victualling Crew,Victualler,LOST
2153,"STONE, Mrs Martha Evelyn",61,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
2154,"STOREY, Mr Thomas",59,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2155,"STOYTCHEFF, Mr Ilia",19,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
2156,"STRANDBERG, Miss Ida Sofia",22,Female,Finnish,Southampton,3rd Class Passenger,3rd Class,LOST
2157,"STRANDéN, Mr Juho Niilosson",30,Male,Finnish,Southampton,3rd Class Passenger,3rd Class,SAVED
2158,"STRANGE, Mr Samuel",40,Male,Irish,Belfast,Engineering Crew,Engineer,
2159,"STRAUS, Mr Isidor",67,Male,"German, American",Southampton,1st Class Passenger,1st Class,LOST
2160,"STRAUS, Mrs Rosalie Ida",63,Female,German,Southampton,1st Class Passenger,1st Class,LOST
2161,"STREET, Mr Thomas Albert",25,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2162,"STRILIć, Mr Ivan",26,Male,Croatian,Southampton,3rd Class Passenger,3rd Class,LOST
2163,"STROUD, Mr Edward Alfred Orlando",19,Male,English,Southampton,Victualling Crew,Victualler,LOST
2164,"STROUD, Mr Harry John",35,Male,English,Southampton,Victualling Crew,Victualler,LOST
2165,"STRUGNELL, Mr John Herbert",34,Male,English,Belfast,Victualling Crew,Victualler,LOST
2166,"STRöM, Miss Telma Matilda",2,Female,American,Southampton,3rd Class Passenger,3rd Class,LOST
2167,"STRöM, Mrs Elna Matilda",29,Female,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
2168,"STUBBINGS, Mr Harry Robert",31,Male,English,Belfast,Victualling Crew,Victualler,LOST
2169,"STUBBS, Mr James Henry",28,Male,English,Southampton,Engineering Crew,Engineer,LOST
2170,"STäHELIN-MAEGLIN, Dr Max",32,Male,Swiss,Southampton,1st Class Passenger,1st Class,SAVED
2171,"SUNDERLAND, Mr Victor Francis",20,Male,English,Southampton,3rd Class Passenger,3rd Class,SAVED
2172,"SUNDMAN, Mr Johan Julian",45,Male,Finnish,Southampton,3rd Class Passenger,3rd Class,SAVED
2173,"SUTEHALL, Mr Henry",25,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2174,"SUTTON, Mr Frederick",61,Male,English,Southampton,1st Class Passenger,1st Class,LOST
2175,"SVENSSON, Mr Johan",74,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
2176,"SVENSSON, Mr Johan Cervin",14,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,SAVED
2177,"SVENSSON, Mr Olof",24,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
2178,"SWAN, Mr William",48,Male,Irish,Belfast,Victualling Crew,Victualler,LOST
2179,"SWANE, Mr George",19,Male,English,Southampton,2nd Class Passenger Servant,Servant,LOST
2180,"SWARBRICK, Mr Joseph",20,Male,Irish,Belfast,Engineering Crew,Engineer,
2181,"SWARBRICK, Mr William John",23,Male,English,Belfast,Engineering Crew,Engineer,
2182,"SWEET, Mr George Frederick",14,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
2183,"SWIFT, Mrs Margaret Welles",46,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
2184,"SYMONDS, Mr John Crane",44,Male,English,Belfast,Victualling Crew,Victualler,LOST
2185,"SYMONS, Mr George Thomas Macdonald",24,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
2186,"SäGESSER, Mlle Emma",24,Female,Swiss,Cherbourg,1st Class Passenger Servant,Servant,SAVED
2187,"SæTHER, Mr Simon Sivertsen",43,Male,Norwegian,Southampton,3rd Class Passenger,3rd Class,LOST
2188,"SøHOLT, Mr Peter Andreas Lauritz Andersen",19,Male,Norwegian,Southampton,3rd Class Passenger,3rd Class,LOST
2189,"TAGGART, Mr William",24,Male,Irish,Belfast,Engineering Crew,Engineer,
2190,"TALBOT, Mr George Frederick Charles",20,Male,English,Southampton,Victualling Crew,Victualler,LOST
2191,"TAMLYN, Mr Frederick",23,Male,English,Southampton,Deck Crew,Deck Crew,LOST
2192,"TANNūS, Master As'ad",5m,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,SAVED
2193,"TANNūS, Mr Bashīr",30,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
2194,"TANNūS, Mrs Thamīn",16,Female,Syrian,Cherbourg,3rd Class Passenger,3rd Class,SAVED
2195,"TAUSSIG, Miss Ruth",18,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
2196,"TAUSSIG, Mr Emil",54,Male,"Austrian, American",Southampton,1st Class Passenger,1st Class,LOST
2197,"TAUSSIG, Mrs Tillie",39,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
2198,"TAYLOR, Mr Bernard Cuthbert",22,Male,English,Southampton,Victualling Crew,Victualler,LOST
2199,"TAYLOR, Mr Charles William Frederick",40,Male,English,Southampton,Deck Crew,Deck Crew,LOST
2200,"TAYLOR, Mr Elmer Zebley",48,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
2201,"TAYLOR, Mr George",23,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2202,"TAYLOR, Mr J.",42,Male,English,Southampton,Engineering Crew,Engineer,LOST
2203,"TAYLOR, Mr John Henry",49,Male,English,Southampton,Engineering Crew,Engineer,LOST
2204,"TAYLOR, Mr Leonard",19,Male,English,Southampton,Victualling Crew,Victualler,LOST
2205,"TAYLOR, Mr Percy Cornelius",40,Male,English,Southampton,2nd Class Passenger Musician,Musician,LOST
2206,"TAYLOR, Mr William Henry",28,Male,English,Southampton,Engineering Crew,Engineer,SAVED
2207,"TAYLOR, Mr William John",31,Male,English,Southampton,Victualling Crew,Victualler,LOST
2208,"TAYLOR, Mrs Juliet Cummins",49,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
2209,"TENGLIN, Mr Gunnar Isidor",25,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,SAVED
2210,"TERRELL, Mr Bertram",19,Male,English,Southampton,Deck Crew,Deck Crew,LOST
2211,"TERRILL, Mr Frank",27,Male,English,Southampton,Victualling Crew,Victualler,SAVED
2212,"TESTONI, Sig. Ercole",23,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
2213,"TEUTON, Mr Thomas Moore",35,Male,English,Southampton,Victualling Crew,Victualler,LOST
2214,"THALER, Mr Montague Donald",17,Male,English,Southampton,Victualling Crew,Victualler,LOST
2215,"THAYER, Mr John Borland",49,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
2216,"THAYER, Mr John Borland",17,Male,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2217,"THAYER, Mrs Marian Longstreth",39,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
2218,"THEISSINGER, Mr Alfred",46,Male,German,Southampton,Victualling Crew,Victualler,SAVED
2219,"THEOBALD, Mr Thomas Leonard",34,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
2220,"THOMAS, Mr Albert Charles",23,Male,English,Southampton,Victualling Crew,Victualler,SAVED
2221,"THOMAS, Mr Benjamin James",30,Male,English,Belfast,Victualling Crew,Victualler,SAVED
2222,"THOMAS, Mr John",25,Male,Irish,Belfast,Deck Crew,Deck Crew,
