Titanic Passengers and Crew Complete List,,,,,,,,,,,,,,,
Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"ENNES, Mr William",1884,,28,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-ennes.html
"ENNIS, Mr Walter",1878,1912,34,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-ennis.html
"ERVINE, Mr Albert George",1893,1912,18,Male,Engineering Crew,,,,Belfast,Assistant Electrician,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/albert-george-ervine.html
"ESTANISLAU, Mr Manuel Gonçalves",1874,1912,37,Male,3rd Class Passenger,3101306,£7             1s,,Southampton,General Labourer,LOST,,,"Madeiran, Portuguese",https://www.encyclopedia-titanica.org/titanic-victim/manuel-goncalves-estanislau.html
"ETCHES, Mr Henry Samuel",1868,1944,43,Male,Victualling Crew,,,,Belfast,First class bedroom steward,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/henry-samuel-etches.html
"ETTLINGER, Mr Peter",1881,1962,31,Male,Victualling Crew Discharged Crew,,,,Southampton,Second Class Saloon Steward,,,,German,https://www.encyclopedia-titanica.org/titanic-biography/ettlinger.html
"EUSTIS, Miss Elizabeth Mussey",1858,1936,54,Female,1st Class Passenger,36947,£78             5s             4d,D20,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-mussey-eustis.html
"EVANS, Miss",,,,Female,2nd Class Passenger Cross Channel Passenger,88,£1.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/evans.html
"EVANS, Miss Edith Corse",1875,1912,36,Female,1st Class Passenger,17531,£31             13s             7d,A29,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/edith-corse-evans.html
"EVANS, Mr Alfred Frank",1887,1964,25,Male,Deck Crew,,,,Southampton,Lookout,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-frank-evans.html
"EVANS, Mr Frank Oliver",1884,1952,27,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-oliver-evans.html
"EVANS, Mr George Richard",1884,1912,27,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-richard-evans.html
"EVANS, Mr William Thomas",1878,1912,33,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,31,English,https://www.encyclopedia-titanica.org/titanic-victim/william-evans.html
"EVERETT, Mr Thomas James",1874,1912,37,Male,3rd Class Passenger,6212,£15             2s,,Southampton,Crane Operator,LOST,,187,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-james-everett.html
"FAHLSTRøM, Mr Arne Joma",1893,1912,18,Male,2nd Class Passenger,236171,£13.00,,Southampton,,LOST,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/arne-joma-fahlstrom.html
"FAIRALL, Mr Henry Charles",1871,1912,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-fairall.html
"FARDON, Mr Charles Richard",1866,1912,46,Male,3rd Class Passenger,3101314,£7             5s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-franklin.html
"FARENDEN, Mr Ernest John",1890,1912,22,Male,Victualling Crew,,,,Belfast,Confectioner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-john-farrenden.html
"FARLEY, Mr John",1881,,31,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-farley.html
"FARQUHARSON, Mr William Edward",1873,1912,39,Male,Engineering Crew,,,,Belfast,Senior 2nd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-farquharson.html
"FARRELL, Mr James",1886,1912,26,Male,3rd Class Passenger,367232,£7             15s,,Queenstown,Farm Labourer,LOST,,68,Irish,https://www.encyclopedia-titanica.org/titanic-victim/jim-farrell.html
"FARTHING, Mr John",1863,1912,48,Male,1st Class Passenger Servant,17483,£221             15s             7d,C95,Southampton,Servant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-farthing.html
"FAULKNER, Mr William Stephen",1875,1949,37,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-stephen-faulkner.html
"FAUNTHORPE, Mr Harry Bartram",1880,1912,31,Male,2nd Class Passenger,2926,£26.00,,Southampton,,LOST,,286,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-faunthorpe.html
"FAY, Mr Thomas Joseph",1881,1912,30,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-joseph-fay.html
"FEI, Sig. Carlo",1893,1912,19,Male,Restaurant Staff,,,,Southampton,Scullion,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/carlo-fey.html
"FELLOWES, Mr Alfred James",1883,1912,28,Male,Victualling Crew,,,,Belfast,Assistant boots steward (1st class),LOST,,138,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-fellowes.html
"FELTHAM, Mr George William",1870,1912,41,Male,Victualling Crew,,,,Southampton,Vienna Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/g-feltham.html
"FERRARY, Mr Antonio",1879,1912,33,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,"Mexican, American, English",https://www.encyclopedia-titanica.org/titanic-victim/anton-ferrary.html
"FERRIS, Mr George",1878,,34,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-ferris.html
"FERRIS, Mr William",1873,1912,39,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-ferris.html
"FERRON, Mr Nicholas",1878,,34,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/nicholas-ferron.html
"FILLBROOK, Mr Joseph Charles",1894,1912,18,Male,2nd Class Passenger,15185,£10             10s,,Southampton,Painter & Decorator,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-charles-fillbrook.html
"FINCH, Mr Henry Herman",1893,1912,18,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-finch.html
"FINOLI, Mr Luigi",1870,1938,41,Male,3rd Class Passenger,3101308,£7             1s,,Southampton,,SAVED,15,,Italian,https://www.encyclopedia-titanica.org/titanic-survivor/luigi-finoli.html
"FIORAVANTE, Sig. Giuseppe Bertoldo",1888,1912,23,Male,Restaurant Staff,,,,Southampton,Assistant Scullion,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giuseppe-bertoldo-fioravante.html
"FISCHER, Mr Eberhard Thelander",1893,1912,18,Male,3rd Class Passenger,350036,£7             15s             11d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/eberhard-fischer.html
"FISH, Mr B.",1874,,38,Male,Victualling Crew Failed to Join Ship,,,,Southampton,First Class Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/fish-b.html
"FISHER, Mr R.",1888,,24,Male,Victualling Crew Failed to Join Ship,,,,Southampton,Second Class Plate Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/fisher-r.html
"FITZPATRICK, Mr Cecil William",1890,1964,21,Male,Engineering Crew,,,,Southampton,Mess Steward,SAVED,B,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/cecil-william-fitzpatrick.html
"FITZPATRICK, Mr Hugh Joseph",1883,1912,29,Male,Engineering Crew,,,,Belfast,Junior Boilermaker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-fitzpatrick.html
"FLACK, Mr John",1883,1961,28,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-flack.html
"FLAHERTY, Mr Edward",1860,1940,52,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-flarty.html
"FLANNIGAN, Mr Thomas",1866,1941,45,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-flannigan.html
"FLEET, Mr Frederick",1887,1965,24,Male,Deck Crew,,,,Belfast,Lookout,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-fleet.html
"FLEGENHEIM, Mrs Antoinette",1863,1943,48,Female,1st Class Passenger,17598,£31             13s             8d,,Cherbourg,,SAVED,7,,"German, American",https://www.encyclopedia-titanica.org/titanic-survivor/antoinette-flegenheim.html
"FLEMING, Miss Honor",1890,1912,22,Female,3rd Class Passenger,364859,£7             15s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/honora-fleming.html
"FLEMING, Miss Margaret",1870,1941,42,Female,1st Class Passenger Servant,17421,£110             17s             8d,,Cherbourg,Personal Maid,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-fleming.html
"FLEMING, Mr William",1876,,35,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-flemming.html
"FLETCHER, Miss N.",,,,Female,1st Class Passenger Cross Channel Passenger,405,£1             10s,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/n-fletcher.html
"FLETCHER, Mr Percy William",1887,1912,25,Male,Victualling Crew,,,,Belfast,Bugler Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-william-fletcher.html
"FLETCHER, Mr Robert",1872,1916,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-fletcher.html
"FLYNN, Mr James",1883,1912,28,Male,3rd Class Passenger,364851,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-flynn.html
"FLYNN, Mr John",1864,1912,48,Male,3rd Class Passenger,368323,£6             19s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-flynn.html
"FLYNN, Mr John Irwin",1875,1951,36,Male,1st Class Passenger,PC 14474,£26             5s             9d,E25,Southampton,,SAVED,5,,"Canadian,American",https://www.encyclopedia-titanica.org/titanic-survivor/john-irwin-flynn.html
"FLYNN, Mr Michael",1879,1942,32,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/michael-flinn.html
"FOLEY, Mr John",1865,1934,46,Male,Deck Crew,,,,Belfast,Deck storekeeper,SAVED,4,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/john-foley.html
"FOLEY, Mr Joseph",1893,1912,19,Male,3rd Class Passenger,330910,£7             17s             7d,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/joseph-foley.html
"FOLEY, Mr Wilfred Cyril",1890,1916,21,Male,Victualling Crew,,,,Southampton,3rd Class Steward,SAVED,13,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/wilfred-cyril-foley.html
"FOLEY, Mr William",1891,1912,20,Male,3rd Class Passenger,365235,£7             15s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-foley.html
"FOO, Mr Choong",1880,,32,Male,3rd Class Passenger,1601,£56             9s             11d,,Southampton,Seaman,SAVED,,,Hong Kongese,https://www.encyclopedia-titanica.org/titanic-survivor/choong-foo.html
"FORD, Miss Dollina Margaret",1891,1912,20,Female,3rd Class Passenger,6608,£34             7s             6d,,Southampton,Servant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/dollina-margaret-ford.html
"FORD, Miss Robina Maggie",1904,1912,7,Female,3rd Class Passenger,6608,£34             7s             6d,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robina-maggie-ford.html
"FORD, Mr Arthur",1889,1912,23,Male,3rd Class Passenger,1478,£8             1s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-ford.html
"FORD, Mr Edward Watson",1894,1912,18,Male,3rd Class Passenger,6608,£34             7s             6d,,Southampton,Blacksmith,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-watson-ford.html
"FORD, Mr Ernest",1879,1912,33,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-ford.html
"FORD, Mr Francis",1868,1912,44,Male,Victualling Crew,,,,Southampton,Bedroom Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-ford.html
"FORD, Mr H.",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-ford.html
"FORD, Mr Thomas",1879,1912,33,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-ford.html
"FORD, Mr William Neal Thomas",1897,1912,14,Male,3rd Class Passenger,6608,£34             7s             6d,,Southampton,Messenger,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/neal-thomas-ford.html
"FORD, Mrs Margaret Ann Watson",1857,1912,54,Female,3rd Class Passenger,6608,£34             7s             6d,,Southampton,Farmer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/margaret-ann-watson-ford.html
"FOREMAN, Mr Benjamin Laventall",1881,1912,30,Male,1st Class Passenger,113051,£27             15s,C111,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/benjamin-foreman.html
"FORMAN, Mr J.",,,,Male,1st Class Passenger Cross Channel Passenger,85,£3.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/j-forman.html
"FORMAN, Mrs",,,,Female,1st Class Passenger Cross Channel Passenger,85,£3.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/forman.html
"FORTUNE, Miss Alice Elizabeth",1887,1961,24,Female,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,SAVED,10,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/alice-elizabeth-fortune.html
"FORTUNE, Miss Ethel Flora",1883,1961,28,Female,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,SAVED,10,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/ethel-flora-fortune.html
"FORTUNE, Miss Mabel Helen",1888,1968,23,Female,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,SAVED,10,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/mabel-helen-fortune.html
"FORTUNE, Mr Charles Alexander",1892,1912,19,Male,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/charles-alexander-fortune.html
"FORTUNE, Mr Mark",1847,1912,64,Male,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/mark-fortune.html
"FORTUNE, Mrs Mary",1851,1929,60,Female,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,SAVED,10,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/mary-fortune.html
"FORWARD, Mr James",1884,1940,27,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-forward.html
"FOSTER, Mr Alfred Charles",1875,1912,37,Male,Engineering Crew,,,,Belfast,Storekeeper (Engineering),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-charles-foster.html
"FOX, Mr Patrick",1883,1912,28,Male,3rd Class Passenger,368573,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-fox.html
"FOX, Mr Stanley Harrington",1874,1912,38,Male,2nd Class Passenger,229236,£13.00,,Southampton,Businessman,LOST,,236,American,https://www.encyclopedia-titanica.org/titanic-victim/stanley-hubert-fox.html
"FOX, Mr William Thomas",1885,1912,27,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-fox.html
"FRANCATELLI, Miss Laura Mabel",1880,1967,31,Female,1st Class Passenger Servant,17485,£56             18s             7d,E36,Cherbourg,Secretary,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/laura-mabel-francatelli.html
"FRANKLIN, Mr Alan Vincent",1883,1912,28,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,262,English,https://www.encyclopedia-titanica.org/titanic-victim/alan-vincent-franklin.html
"FRANKLIN, Mr Thomas Parnham",1874,1912,37,Male,1st Class Passenger,113778,£26             11s,D34,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-parnham-franklin.html
"FRASER, Mr J.",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/j-fraser.html
"FRASER, Mr James",1882,1912,30,Male,Engineering Crew,,,,Belfast,Junior Assistant 3rd. Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/james-fraser.html
"FRAUENTHAL, Dr Henry William",1863,1927,49,Male,1st Class Passenger,17611,£133             13s,,Southampton,Doctor,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/henry-william-frauenthal.html
"FRAUENTHAL, Mr Isaac Gerald",1868,1932,43,Male,1st Class Passenger,17765,£27             14s             5d,D40,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/isaac-gerald-frauenthal.html
"FRAUENTHAL, Mrs Clara",1869,1943,42,Female,1st Class Passenger,17611,£133             13s,,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/clara-frauenthal.html
